trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
523,False,"{'a': 0.6, 'e': 2.5777309569206438e-05}",20,0,29.671707035247103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
524,False,"{'a': 0.6, 'e': 2.5261763377822307e-05}",30,4,41.095808354958095,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.6, 'e': 2.475652811026586e-05}",20,8,22.260467198636608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.6, 'e': 2.4261397548060542e-05}",20,14,9.206241361306894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.6, 'e': 2.377616959709933e-05}",20,0,29.927149664172276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
528,False,"{'a': 0.6, 'e': 2.3300646205157344e-05}",20,9,22.003036022905057,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.6, 'e': 2.28346332810542e-05}",25,3,30.947338249533132,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.6, 'e': 2.2377940615433113e-05}",30,11,37.90803893250761,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.6, 'e': 2.193038180312445e-05}",25,12,24.465037162102952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.6, 'e': 2.149177416706196e-05}",35,21,25.317855591641525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.6, 'e': 2.1061938683720722e-05}",20,3,26.476342427870666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.6, 'e': 2.0640699910046308e-05}",20,14,11.63518469189686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.6, 'e': 2.022788591184538e-05}",30,22,15.33281450189424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.6, 'e': 1.9823328193608473e-05}",30,9,34.50324299856401,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.6, 'e': 1.9426861629736303e-05}",20,1,31.670098073335375,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.6, 'e': 1.9038324397141575e-05}",20,7,25.182787111141057,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.6, 'e': 1.8657557909198743e-05}",20,2,24.28534739887156,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.6, 'e': 1.828440675101477e-05}",20,8,21.714137874964255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.6, 'e': 1.7918718615994473e-05}",25,0,39.529166339463,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
542,False,"{'a': 0.6, 'e': 1.7560344243674583e-05}",20,3,27.857748916470353,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.6, 'e': 1.7209137358801092e-05}",20,10,-26.92198274060265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
544,False,"{'a': 0.6, 'e': 1.686495461162507e-05}",20,13,15.710646008946958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.6, 'e': 1.6527655519392568e-05}",20,11,-5.135797963971285,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
546,False,"{'a': 0.6, 'e': 1.6197102409004715e-05}",25,12,22.65157208595289,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.6, 'e': 1.587316036082462e-05}",25,11,23.409406143167093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.6, 'e': 1.555569715360813e-05}",25,2,41.73883890864289,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.6, 'e': 1.5244583210535966e-05}",30,0,38.62973464233672,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.6, 'e': 1.4939691546325247e-05}",20,12,15.168982237950953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.6, 'e': 1.4640897715398741e-05}",35,23,24.08923820640471,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.6, 'e': 1.4348079761090767e-05}",20,12,12.450818197899267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.6, 'e': 1.406111816586895e-05}",20,13,13.827183449437722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.6, 'e': 1.377989580255157e-05}",30,16,21.027742979760504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.6, 'e': 1.350429788650054e-05}",30,0,43.762238617462245,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
556,False,"{'a': 0.6, 'e': 1.3234211928770528e-05}",20,2,23.901642404858592,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.6, 'e': 1.2969527690195118e-05}",20,8,21.017802341131542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.6, 'e': 1.2710137136391215e-05}",30,15,23.81536634925498,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.6, 'e': 1.245593439366339e-05}",20,0,27.077533291713035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.6, 'e': 1.2206815705790123e-05}",20,13,13.785344818067479,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.6, 'e': 1.196267939167432e-05}",20,8,20.279965107859375,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.6, 'e': 1.1723425803840833e-05}",20,6,23.4868304539888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.6, 'e': 1.1488957287764016e-05}",30,4,43.35124049146846,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.6, 'e': 1.1259178142008737e-05}",20,9,17.303850661192055,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.6, 'e': 1.1033994579168561e-05}",25,14,19.282348179257603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.6, 'e': 1.081331468758519e-05}",20,5,24.86917885336724,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.6, 'e': 1.0597048393833486e-05}",30,1,42.771488453256,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.6, 'e': 1.0385107425956815e-05}",30,19,21.872493515389266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.6, 'e': 1.0177405277437679e-05}",30,16,22.28368455143001,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.6, 'e': 9.973857171888925e-06}",20,6,24.092302629574124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.6, 'e': 9.774380028451147e-06}",20,0,25.420849496748385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
572,False,"{'a': 0.6, 'e': 9.578892427882124e-06}",20,10,15.529605912315551,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.6, 'e': 9.387314579324482e-06}",30,8,40.71855997258077,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.6, 'e': 9.199568287737992e-06}",20,9,18.839199438317102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.6, 'e': 9.015576921983232e-06}",25,18,11.734301776228998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.6, 'e': 8.835265383543567e-06}",25,14,16.127418371017217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.6, 'e': 8.658560075872694e-06}",25,20,8.459671010419317,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.6, 'e': 8.48538887435524e-06}",20,14,14.749778571282594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.6, 'e': 8.315681096868137e-06}",25,11,23.733214219272007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.6, 'e': 8.149367474930774e-06}",20,13,15.137949913264519,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.6, 'e': 7.986380125432158e-06}",25,16,18.15508206531554,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.6, 'e': 7.826652522923514e-06}",20,5,21.599552646478447,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.6, 'e': 7.670119472465044e-06}",20,2,34.10967591926092,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.6, 'e': 7.516717083015743e-06}",25,4,26.196778153392138,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.6, 'e': 7.366382741355428e-06}",20,10,19.43244437018904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.6, 'e': 7.219055086528319e-06}",25,11,24.13463210423054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.6, 'e': 7.0746739847977524e-06}",20,8,26.539035689448674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.6, 'e': 6.933180505101797e-06}",35,13,41.01323225165226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.6, 'e': 6.794516894999761e-06}",25,4,35.08223610161316,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.6, 'e': 6.658626557099766e-06}",35,12,12.72385926768163,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
591,False,"{'a': 0.6, 'e': 6.525454025957771e-06}",30,12,32.19099288850529,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.6, 'e': 6.394944945438615e-06}",20,12,15.947072024527674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.6, 'e': 6.267046046529843e-06}",30,8,33.752621819972056,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.6, 'e': 6.141705125599246e-06}",25,0,35.98083549902095,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
595,False,"{'a': 0.6, 'e': 6.018871023087261e-06}",30,13,27.67786848990919,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.6, 'e': 5.898493602625515e-06}",20,3,29.426703586528674,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.6, 'e': 5.7805237305730045e-06}",25,18,11.724411333909545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.6, 'e': 5.664913255961544e-06}",25,13,22.483819507540925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.6, 'e': 5.551614990842314e-06}",25,8,23.80125339662961,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.6, 'e': 5.440582691025467e-06}",30,7,34.35173317181516,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.6, 'e': 5.331771037204958e-06}",25,15,22.47964390977591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.6, 'e': 5.2251356164608585e-06}",20,10,19.196030966120446,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.6, 'e': 5.120632904131641e-06}",30,4,39.99604796843278,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.6, 'e': 5.018220246049008e-06}",20,15,8.935383882353078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.6, 'e': 4.917855841128028e-06}",20,0,26.48372787183118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
606,False,"{'a': 0.6, 'e': 4.819498724305467e-06}",25,10,25.596834744842198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.6, 'e': 4.723108749819358e-06}",30,20,17.62730251501307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.6, 'e': 4.628646574822971e-06}",25,7,29.470079708883738,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.6, 'e': 4.536073643326512e-06}",20,0,32.28220913583653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
610,False,"{'a': 0.6, 'e': 4.445352170459981e-06}",30,0,50.12253005328333,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
611,False,"{'a': 0.6, 'e': 4.3564451270507816e-06}",35,19,29.551570390122738,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.6, 'e': 4.269316224509766e-06}",25,13,17.6307328292507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.6, 'e': 4.18392990001957e-06}",35,21,20.48731557116306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.6, 'e': 4.100251302019179e-06}",25,14,8.291406076732208,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.6, 'e': 4.018246275978795e-06}",30,11,32.23084559122373,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.6, 'e': 3.937881350459219e-06}",25,0,40.93343889237437,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
617,False,"{'a': 0.6, 'e': 3.859123723450034e-06}",20,9,22.434472129963396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.6, 'e': 3.781941248981034e-06}",20,10,19.475139117916925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.6, 'e': 3.706302424001413e-06}",20,8,22.49237860779172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.6, 'e': 3.632176375521385e-06}",20,8,23.801361664828555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.6, 'e': 3.559532848010957e-06}",25,17,11.97078155394011,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.6, 'e': 3.488342191050738e-06}",25,3,36.46817216009766,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.6, 'e': 3.418575347229723e-06}",20,0,25.926683967262623,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.6, 'e': 3.3502038402851287e-06}",30,9,41.35516648417631,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.6, 'e': 3.283199763479426e-06}",25,11,21.908903767492703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.6, 'e': 3.2175357682098374e-06}",25,13,24.106342819212244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.6, 'e': 3.1531850528456406e-06}",25,17,17.11260095129333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.6, 'e': 3.0901213517887278e-06}",20,13,12.816976040209994,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.6, 'e': 3.028318924752953e-06}",25,10,24.298875556436954,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.6, 'e': 2.967752546257894e-06}",25,14,21.829607474627245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.6, 'e': 2.908397495332736e-06}",30,3,40.631883353509544,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.6, 'e': 2.850229545426081e-06}",25,2,36.97265138844825,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.6, 'e': 2.7932249545175595e-06}",20,2,34.32794691794737,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.6, 'e': 2.7373604554272083e-06}",20,9,16.503673129949483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.6, 'e': 2.6826132463186643e-06}",20,3,29.73947985336944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.6, 'e': 2.628960981392291e-06}",20,12,15.843488226864594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.6, 'e': 2.576381761764445e-06}",20,0,8.275664392950272,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
638,False,"{'a': 0.6, 'e': 2.524854126529156e-06}",25,18,13.655587458859852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.6, 'e': 2.4743570439985728e-06}",20,5,28.299503868217204,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.6, 'e': 2.424869903118601e-06}",30,9,39.46269889433485,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.6, 'e': 2.3763725050562294e-06}",25,9,25.348076329810617,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.6, 'e': 2.3288450549551044e-06}",30,18,20.728049736286223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.6, 'e': 2.2822681538560023e-06}",20,0,29.470106310913586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
644,False,"{'a': 0.6, 'e': 2.2366227907788826e-06}",20,6,22.745498508388643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.6, 'e': 2.1918903349633048e-06}",25,8,34.370167264415784,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.6, 'e': 2.1480525282640384e-06}",30,16,23.307959663373992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.6, 'e': 2.1050914776987576e-06}",35,24,22.891964703179404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.6, 'e': 2.0629896481447826e-06}",20,0,33.231692665463214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.6, 'e': 2.021729855181887e-06}",30,17,24.309107691272487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.6, 'e': 1.9812952580782493e-06}",20,7,22.944450258655674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.6, 'e': 1.9416693529166842e-06}",30,11,34.4434131080462,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.6, 'e': 1.9028359658583503e-06}",20,9,19.373291984766396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.6, 'e': 1.8647792465411833e-06}",20,0,30.522381858363804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
654,False,"{'a': 0.6, 'e': 1.8274836616103597e-06}",25,0,32.15886346235998,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
655,False,"{'a': 0.6, 'e': 1.7909339883781525e-06}",25,0,36.415759091418415,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.6, 'e': 1.7551153086105894e-06}",30,22,16.09352108382626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.6, 'e': 1.7200130024383774e-06}",25,17,13.13946714753434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.6, 'e': 1.68561274238961e-06}",25,17,14.375978446424405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.6, 'e': 1.6519004875418177e-06}",25,5,30.038870152351787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.6, 'e': 1.6188624777909814e-06}",30,16,27.979588978463777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.6, 'e': 1.5864852282351617e-06}",20,0,29.680860003316987,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'a': 0.6, 'e': 1.5547555236704584e-06}",20,0,35.90484809512784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.6, 'e': 1.5236604131970493e-06}",35,17,30.95439482218569,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.6, 'e': 1.4931872049331081e-06}",30,16,23.276348992729474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.6, 'e': 1.463323460834446e-06}",20,14,12.557869956439635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.6, 'e': 1.4340569916177571e-06}",20,5,27.856462147848465,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.6, 'e': 1.4053758517854019e-06}",25,12,22.253426837721264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.6, 'e': 1.3772683347496939e-06}",20,12,-7.161597058886899,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
669,False,"{'a': 0.6, 'e': 1.3497229680547e-06}",35,17,32.97698603098228,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.6, 'e': 1.322728508693606e-06}",20,8,21.22121340556707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.6, 'e': 1.2962739385197338e-06}",25,11,23.178494218062603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.6, 'e': 1.270348459749339e-06}",25,13,19.076940858155048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.6, 'e': 1.2449414905543522e-06}",20,13,14.061936152710127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.6, 'e': 1.2200426607432652e-06}",25,7,29.774633095115437,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.6, 'e': 1.1956418075283999e-06}",20,8,17.343264033675613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.6, 'e': 1.1717289713778319e-06}",20,8,19.88215791638815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.6, 'e': 1.1482943919502752e-06}",25,15,17.931285619633712,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.6, 'e': 1.1253285041112697e-06}",25,0,34.13699286616388,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.6, 'e': 1.1028219340290443e-06}",30,7,44.57210172858953,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.6, 'e': 1.0807654953484634e-06}",20,13,17.586581854722823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.6, 'e': 1.059150185441494e-06}",25,15,16.908718443677866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.6, 'e': 1.0379671817326641e-06}",30,20,10.429729181492426,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.6, 'e': 1.0172078380980109e-06}",30,21,12.964972039113299,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.6, 'e': 9.968636813360506e-07}",20,10,21.65845843388695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.6, 'e': 9.769264077093296e-07}",30,15,24.191494429916638,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.6, 'e': 9.57387879555143e-07}",20,10,18.958582126563982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.6, 'e': 9.382401219640401e-07}",20,3,24.143323859130525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.6, 'e': 9.194753195247592e-07}",20,15,12.374411284896377,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.6, 'e': 9.010858131342641e-07}",20,10,19.876179703156744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.6, 'e': 8.830640968715787e-07}",25,12,19.300475871273537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.6, 'e': 8.654028149341472e-07}",20,2,29.966404537566042,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.6, 'e': 8.480947586354643e-07}",25,0,-22.501248719729073,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
693,False,"{'a': 0.6, 'e': 8.311328634627549e-07}",20,10,15.16502922174245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.6, 'e': 8.145102061934999e-07}",25,13,26.491046094176067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.6, 'e': 7.982200020696298e-07}",35,5,54.5387639913779,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.6, 'e': 7.822556020282372e-07}",35,7,44.53666655358263,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.6, 'e': 7.666104899876724e-07}",25,11,20.318694831980103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.6, 'e': 7.51278280187919e-07}",25,8,33.29959201079646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.6, 'e': 7.362527145841606e-07}",25,0,35.34939517343842,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
700,False,"{'a': 0.6, 'e': 7.215276602924774e-07}",30,1,44.63661077641717,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.6, 'e': 7.070971070866278e-07}",20,14,12.107115082580426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.6, 'e': 6.929551649448953e-07}",20,6,24.196239246450286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
