trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
703,False,"{'a': 0.6, 'e': 6.790960616459973e-07}",20,8,23.308072878043035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.6, 'e': 6.655141404130774e-07}",25,8,22.328895043037367,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.6, 'e': 6.522038576048158e-07}",30,15,27.863662210757983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.6, 'e': 6.391597804527195e-07}",20,7,19.91195117245319,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.6, 'e': 6.263765848436651e-07}",35,13,38.459513182515366,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.6, 'e': 6.138490531467918e-07}",20,0,31.788146412560337,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
709,False,"{'a': 0.6, 'e': 6.01572072083856e-07}",20,0,27.807274678950918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
710,False,"{'a': 0.6, 'e': 5.895406306421788e-07}",20,13,11.79553060248259,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.6, 'e': 5.777498180293352e-07}",25,10,28.650937114761128,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.6, 'e': 5.661948216687485e-07}",20,2,26.73186578640414,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.6, 'e': 5.548709252353735e-07}",30,0,43.372441672501154,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.6, 'e': 5.43773506730666e-07}",20,5,27.402246973825374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.6, 'e': 5.328980365960527e-07}",30,16,24.54916675627267,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.6, 'e': 5.222400758641316e-07}",20,4,25.32261419701453,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.6, 'e': 5.11795274346849e-07}",20,15,8.552407461243453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.6, 'e': 5.01559368859912e-07}",20,6,25.015711443228643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.6, 'e': 4.915281814827137e-07}",20,13,12.633359127623828,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.6, 'e': 4.816976178530595e-07}",20,0,28.789279808313744,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
721,False,"{'a': 0.6, 'e': 4.7206366549599826e-07}",25,3,37.36704386374012,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.6, 'e': 4.626223921860783e-07}",25,3,37.49222726642866,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.6, 'e': 4.5336994434235674e-07}",30,13,27.87617794147481,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.6, 'e': 4.443025454555096e-07}",25,10,26.86512536309828,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.6, 'e': 4.3541649454639936e-07}",20,2,29.58194756989787,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.6, 'e': 4.2670816465547136e-07}",35,16,35.11377408865297,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.6, 'e': 4.1817400136236197e-07}",20,12,16.634184595894492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.6, 'e': 4.098105213351147e-07}",25,4,33.81432745209566,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.6, 'e': 4.016143109084124e-07}",20,14,10.581528709857913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.6, 'e': 3.935820246902441e-07}",20,0,32.73289095232424,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.6, 'e': 3.8571038419643927e-07}",25,9,32.64986933973574,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.6, 'e': 3.779961765125105e-07}",25,11,19.575063242694696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.6, 'e': 3.7043625298226026e-07}",20,10,14.679226479600405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.6, 'e': 3.6302752792261504e-07}",20,0,31.881197837185557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
735,False,"{'a': 0.6, 'e': 3.557669773641627e-07}",20,5,30.448544887256475,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.6, 'e': 3.4865163781687947e-07}",30,16,25.35077293042034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.6, 'e': 3.416786050605419e-07}",25,5,20.737868261472848,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.6, 'e': 3.3484503295933103e-07}",35,28,10.449106151831371,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.6, 'e': 3.281481323001444e-07}",20,11,15.796361275065271,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.6, 'e': 3.2158516965414153e-07}",20,16,8.051176694662248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.6, 'e': 3.1515346626105866e-07}",20,0,30.154996475500685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
742,False,"{'a': 0.6, 'e': 3.088503969358375e-07}",20,1,28.50406861666935,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.6, 'e': 3.0267338899712073e-07}",25,20,7.656057789095024,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.6, 'e': 2.9661992121717834e-07}",20,0,28.135657465284766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
745,False,"{'a': 0.6, 'e': 2.906875227928347e-07}",20,0,32.645754150970134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
746,False,"{'a': 0.6, 'e': 2.8487377233697804e-07}",25,4,32.03313145704168,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.6, 'e': 2.7917629689023846e-07}",25,0,35.42692083166071,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
748,False,"{'a': 0.6, 'e': 2.735927709524337e-07}",25,19,12.867772950896619,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.6, 'e': 2.6812091553338504e-07}",25,10,29.230323520882756,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.6, 'e': 2.627584972227173e-07}",20,8,19.609195883476225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.6, 'e': 2.57503327278263e-07}",20,1,35.009549299655085,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.6, 'e': 2.523532607326977e-07}",25,19,10.903969309925808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.6, 'e': 2.4730619551804373e-07}",20,0,29.339727327150246,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
754,False,"{'a': 0.6, 'e': 2.423600716076829e-07}",20,9,9.466583242112067,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.6, 'e': 2.375128701755292e-07}",20,10,16.635055733443956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.6, 'e': 2.3276261277201862e-07}",25,15,17.44205086962388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.6, 'e': 2.2810736051657824e-07}",25,4,36.96168924026558,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.6, 'e': 2.2354521330624668e-07}",20,6,27.294757316257645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.6, 'e': 2.1907430904012173e-07}",20,6,27.373565776784773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.6, 'e': 2.146928228593193e-07}",20,7,23.118727097198498,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.6, 'e': 2.103989664021329e-07}",20,0,25.92267999715066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
762,False,"{'a': 0.6, 'e': 2.0619098707409024e-07}",25,11,23.37671752569414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.6, 'e': 2.0206716733260843e-07}",25,6,35.66300454031202,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.6, 'e': 1.9802582398595627e-07}",30,0,44.23252100132461,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
765,False,"{'a': 0.6, 'e': 1.9406530750623714e-07}",20,12,16.715083178098507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.6, 'e': 1.9018400135611238e-07}",20,9,21.053016953574833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.6, 'e': 1.8638032132899014e-07}",25,16,15.29039050098622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.6, 'e': 1.8265271490241033e-07}",35,15,35.77087514864979,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.6, 'e': 1.7899966060436212e-07}",25,0,39.11815611866387,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
770,False,"{'a': 0.6, 'e': 1.7541966739227488e-07}",35,23,24.172554419346735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.6, 'e': 1.7191127404442936e-07}",30,8,33.28381153524243,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.6, 'e': 1.6847304856354078e-07}",25,11,27.867343722352867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.6, 'e': 1.6510358759226998e-07}",25,9,28.933094459931773,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.6, 'e': 1.6180151584042458e-07}",35,11,36.794349094878434,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.6, 'e': 1.5856548552361608e-07}",25,11,25.456211635523637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.6, 'e': 1.5539417581314374e-07}",25,13,20.162455897592697,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.6, 'e': 1.5228629229688086e-07}",25,14,15.988525694946834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.6, 'e': 1.4924056645094326e-07}",25,11,19.558506803664528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.6, 'e': 1.4625575512192438e-07}",20,7,20.901576458049103,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.6, 'e': 1.4333064001948588e-07}",20,16,6.1074543072034535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.6, 'e': 1.4046402721909616e-07}",25,5,29.261925884090854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.6, 'e': 1.3765474667471423e-07}",20,8,20.13665926411616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.6, 'e': 1.3490165174121995e-07}",30,1,22.08908980702183,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
784,False,"{'a': 0.6, 'e': 1.3220361870639557e-07}",25,11,1.32967293911874,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
785,False,"{'a': 0.6, 'e': 1.2955954633226765e-07}",30,13,26.871467256621752,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 1.269683554056223e-07}",20,0,10.76788338487154,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
787,False,"{'a': 0.6, 'e': 1.2442898829750983e-07}",30,12,31.827845361841383,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.6, 'e': 1.2194040853155965e-07}",25,8,27.03633335117569,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.6, 'e': 1.1950160036092845e-07}",20,9,18.141192352713926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.6, 'e': 1.1711156835370987e-07}",20,3,29.25348999633111,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.6, 'e': 1.1476933698663568e-07}",20,6,25.67232131293047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.6, 'e': 1.1247395024690295e-07}",20,2,25.353958427839906,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.6, 'e': 1.102244712419649e-07}",20,12,14.16482569318152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.6, 'e': 1.080199818171256e-07}",25,0,38.826298651895854,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
795,False,"{'a': 0.6, 'e': 1.0585958218078308e-07}",20,14,9.700779095116074,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.6, 'e': 1.0374239053716743e-07}",20,12,12.370609256908086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.6, 'e': 1.0166754272642407e-07}",25,18,14.266961787277937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.6, 'e': 9.963419187189558e-08}",30,17,19.424032167671776,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,14.88127616270711,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,10,29.963313944518887,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,19,15.854521892781197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,0,33.949948770956816,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",30,3,38.50850816061243,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,5,24.409953576856697,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,17.06547714241001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,18,22.250067769650627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,0,29.17474782197323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,10,20.071828622376774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,12,14.414621953272555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,12,24.808221953953517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,3,31.983149682590213,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,15,17.040934595712343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,13,18.622314590967132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,15,23.05591247027482,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,11,25.011322518620336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,8,31.147837540850805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,4,27.665526415963907,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,12,23.001933716416396,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
